Date (UTC),170_to_171.delta,MacVim.dmg
2024-01-18 03:53:37,15794,68642
2024-01-19 03:53:19,15794,68642
2024-01-20 03:53:16,15794,68642
2024-01-21 03:53:17,15794,68642
2024-01-22 03:53:23,15794,68642
2024-01-23 03:53:39,15794,68642
2024-01-24 03:53:17,15794,68642
2024-01-25 03:53:27,15794,68642
2024-01-26 03:53:24,15794,68642
2024-01-27 03:53:18,15794,68642
2024-01-28 03:53:14,15794,68642
2024-01-29 03:53:12,15794,68642
2024-01-30 03:53:30,15794,68642
2024-01-31 03:53:33,15794,68642
2024-02-01 03:53:22,15794,68642
2024-02-02 03:53:19,15794,68642
2024-02-03 03:53:31,15794,68642
2024-02-04 03:53:21,15794,68642
2024-02-05 03:53:21,15794,68642
2024-02-06 03:53:24,15794,68642
2024-02-07 03:53:31,15794,68642
2024-02-08 03:53:21,15794,68642
2024-02-09 03:53:23,15794,68642
2024-02-10 03:53:26,15794,68642
2024-02-11 03:53:21,15794,68642
2024-02-12 03:53:28,15794,68642
2024-02-13 03:53:14,15794,68642
2024-02-14 03:53:17,15794,68642
2024-02-15 03:53:15,15794,68642
2024-02-16 03:53:31,15794,68642
2024-02-17 03:53:20,15794,68642
2024-02-18 03:53:31,15794,68642
2024-02-19 03:53:23,15794,68642
2024-02-20 03:53:34,15794,68642
2024-02-21 03:53:29,15794,68642
2024-02-22 03:53:12,15794,68642
2024-02-23 03:55:09,15794,68642
2024-02-24 03:53:17,15794,68642
2024-02-25 03:53:11,15794,68642
2024-02-26 03:53:25,15794,68642
2024-02-27 03:53:20,15794,68642
2024-02-28 03:53:12,15794,68642
2024-02-29 03:53:12,15794,68642
2024-03-01 03:53:27,15794,68644
2024-03-02 03:53:09,15794,68644
2024-03-03 03:53:13,15794,68644
2024-03-04 04:02:39,15794,68644
2024-03-05 03:53:13,15794,68644
2024-03-06 03:53:20,15794,68644
2024-03-07 03:53:31,15794,68644
2024-03-08 03:53:32,15794,68644
2024-03-09 03:53:28,15794,68644
2024-03-10 03:53:21,15794,68644
2024-03-11 03:53:16,15794,68644
2024-03-12 03:53:18,15794,68644
2024-03-13 03:53:18,15794,68644
2024-03-14 03:53:25,15794,68644
2024-03-15 03:53:17,15794,68644
2024-03-16 03:53:19,15794,68644
2024-03-17 03:53:12,15794,68644
2024-03-18 03:53:30,15794,68644
2024-03-19 03:53:33,15794,68644
2024-03-20 03:53:22,15794,68644
2024-03-21 03:53:12,15794,68644
2024-03-22 03:53:21,15794,68644
2024-03-23 03:53:11,15794,68644
2024-03-24 03:53:25,15794,68644
2024-03-25 03:53:33,15794,68644
2024-03-26 03:53:13,15794,68644
2024-03-27 03:53:14,15794,68644
2024-03-28 03:53:32,15794,68644
2024-03-29 03:53:29,15794,68644
2024-03-30 03:53:18,15794,68644
2024-03-31 03:53:11,15794,68644
2024-04-01 03:53:23,15794,68644
2024-04-02 03:53:31,15794,68645
2024-04-03 03:53:14,15794,68645
2024-04-04 03:53:10,15794,68645
2024-04-05 03:53:13,15794,68645
2024-04-06 03:53:14,15794,68645
2024-04-07 03:53:26,15794,68645
2024-04-08 03:53:15,15794,68645
2024-04-09 03:53:14,15794,68645
2024-04-10 03:53:33,15794,68645
2024-04-11 03:53:36,15794,68645
2024-04-12 03:53:11,15794,68645
2024-04-13 03:53:10,15794,68645
2024-04-14 04:01:59,15794,68645
2024-04-15 04:23:16,15794,68645
2024-04-16 03:53:35,15794,68645
2024-04-17 03:53:16,15794,68645
2024-04-18 03:53:37,15794,68645
2024-04-19 03:53:19,15794,68645
2024-04-20 03:53:37,15794,68645
2024-04-21 03:53:20,15794,68645
2024-04-22 03:53:15,15794,68645
2024-04-23 03:53:15,15794,68645
2024-04-24 03:53:12,15794,68645
2024-04-25 03:53:28,15794,68645
2024-04-26 03:53:18,15794,68645
2024-04-27 03:53:16,15794,68645
2024-04-28 03:53:16,15794,68645
2024-04-29 03:53:19,15794,68645
2024-04-30 03:53:33,15794,68645
2024-05-01 03:53:14,15794,68645
2024-05-02 03:53:22,15794,68645
2024-05-03 03:53:19,15794,68646
2024-05-04 03:53:25,15794,68646
2024-05-05 03:53:31,15794,68646
2024-05-06 03:53:27,15794,68646
2024-05-07 03:53:52,15794,68646
2024-05-08 03:53:12,15794,68646
2024-05-09 03:53:17,15794,68646
2024-05-10 03:53:30,15794,68646
2024-05-11 03:53:22,15794,68646
2024-05-12 03:53:11,15794,68646
2024-05-13 03:53:19,15794,68646
2024-05-14 03:53:18,15794,68646
2024-05-15 03:53:26,15794,68646
2024-05-16 03:53:33,15794,68646
2024-05-17 03:53:28,15794,68646
2024-05-18 03:53:28,15794,68646
2024-05-19 03:53:16,15794,68646
2024-05-20 03:53:19,15794,68646
2024-05-21 03:53:26,15794,68646
2024-05-22 03:53:25,15794,68646
2024-05-23 03:53:33,15794,68646
2024-05-24 03:53:22,15794,68646
2024-05-25 03:53:20,15794,68646
2024-05-26 03:53:15,15794,68646
2024-05-27 03:53:24,15794,68646
2024-05-28 03:53:24,15794,68646
2024-05-29 03:53:11,15794,68646
2024-05-30 03:53:24,15794,68646
2024-05-31 03:53:13,15794,68646
2024-06-01 03:53:19,15794,68646
2024-06-02 03:53:23,15794,68646
2024-06-03 03:53:19,15794,68649
2024-06-04 03:53:23,15794,68649
2024-06-05 03:53:27,15794,68649
2024-06-06 03:53:35,15794,68650
2024-06-07 03:53:13,15794,68650
2024-06-08 03:53:30,15794,68650
2024-06-09 03:53:25,15794,68650
2024-06-10 03:53:13,15794,68650
2024-06-11 03:53:37,15794,68650
2024-06-12 03:53:30,15794,68650
2024-06-13 03:53:29,15794,68650
2024-06-14 03:53:23,15794,68650
2024-06-15 03:53:19,15794,68650
2024-06-16 03:53:27,15794,68650
2024-06-17 03:53:13,15794,68650
2024-06-18 03:53:11,15794,68650
2024-06-19 03:53:13,15794,68650
2024-06-20 03:53:28,15794,68650
2024-06-21 03:53:22,15794,68650
2024-06-22 03:53:27,15794,68650
2024-06-23 03:53:22,15794,68650
2024-06-24 03:53:12,15794,68650
2024-06-25 03:53:21,15794,68650
2024-06-26 03:53:19,15794,68650
2024-06-27 03:53:18,15794,68650
2024-06-28 03:53:26,15795,68651
2024-06-29 03:53:35,15795,68651
2024-06-30 03:53:24,15795,68651
2024-07-01 03:53:19,15795,68651
2024-07-02 03:53:17,15795,68651
2024-07-03 03:53:33,15796,68652
2024-07-04 03:53:09,15796,68652
2024-07-05 03:53:21,15796,68652
2024-07-06 03:53:14,15796,68652
2024-07-07 03:53:29,15796,68652
2024-07-08 03:53:16,15796,68652
2024-07-09 03:53:24,15796,68652
2024-07-10 03:53:23,15796,68652
2024-07-11 03:53:34,15796,68652
2024-07-12 03:53:30,15796,68652
2024-07-13 03:53:27,15796,68652
2024-07-14 03:53:29,15796,68652
2024-07-15 03:53:10,15796,68652
2024-07-16 03:53:27,15796,68652
2024-07-17 03:53:26,15796,68652
2024-07-18 03:53:12,15796,68652
2024-07-19 03:53:30,15796,68652
2024-07-20 03:53:12,15796,68652
2024-07-21 03:53:34,15796,68652
2024-07-22 03:53:28,15796,68652
2024-07-23 03:53:11,15796,68652
2024-07-24 03:53:27,15796,68652
2024-07-25 03:53:11,15796,68652
2024-07-26 03:53:14,15796,68652
2024-07-27 03:53:13,15796,68652
2024-07-28 03:53:25,15796,68652
2024-07-29 03:53:33,15796,68652
2024-07-30 03:53:21,15796,68652
2024-07-31 03:53:11,15796,68652
2024-08-01 03:53:27,15796,68652
2024-08-02 03:53:22,15796,68652
2024-08-03 03:53:30,15796,68652
2024-08-04 03:53:30,15796,68652
2024-08-05 03:53:30,15796,68652
2024-08-06 03:53:20,15796,68652
2024-08-07 03:53:12,15796,68652
2024-08-08 03:53:28,15796,68652
2024-08-09 03:53:11,15796,68652
2024-08-10 03:53:34,15796,68652
2024-08-11 03:53:12,15796,68652
2024-08-12 03:53:31,15796,68652
2024-08-13 03:53:19,15796,68652
2024-08-14 03:53:19,15796,68652
2024-08-15 03:53:34,15796,68652
2024-08-16 03:53:29,15796,68652
2024-08-17 03:53:26,15796,68652
2024-08-18 03:53:21,15796,68652
2024-08-19 03:53:20,15796,68652
2024-08-20 03:53:34,15796,68652
2024-08-21 03:53:31,15796,68652
2024-08-22 03:53:20,15796,68652
2024-08-23 03:53:29,15796,68652
2024-08-24 03:53:27,15796,68652
2024-08-25 03:53:17,15796,68652
2024-08-26 03:53:21,15796,68652
2024-08-27 03:53:11,15796,68652
2024-08-28 03:53:33,15796,68652
2024-08-29 03:53:35,15796,68652
2024-08-30 03:53:30,15796,68652
2024-08-31 03:53:15,15796,68652
2024-09-01 01:39:47,15796,68652
2024-09-01 03:53:17,15796,68652
2024-09-02 03:53:20,15796,68652
2024-09-03 03:53:28,15796,68652
2024-09-04 03:53:30,15796,68652
2024-09-05 03:53:18,15796,68652
2024-09-06 03:53:13,15796,68653
2024-09-07 03:53:33,15796,68653
2024-09-08 03:53:18,15796,68653
2024-09-09 03:53:23,15796,68653
2024-09-10 03:53:31,15796,68653
2024-09-11 03:53:29,15796,68653
2024-09-11 09:33:47,15796,68653
2024-09-11 12:19:42,15796,68653
2024-09-11 22:32:32,15796,68653
2024-09-12 03:53:23,15796,68653
2024-09-13 03:53:17,15796,68653
2024-09-14 03:53:14,15796,68653
2024-09-15 03:53:24,15796,68653
2024-09-16 03:53:25,15796,68653
2024-09-17 03:53:21,15796,68653
2024-09-18 03:53:10,15796,68653
2024-09-19 03:53:18,15796,68653
2024-09-20 03:53:21,15796,68653
2024-09-21 03:53:29,15796,68653
2024-09-22 03:53:17,15796,68653
2024-09-23 03:53:25,15797,68656
2024-09-24 03:53:20,15797,68656
2024-09-25 03:53:14,15797,68656
2024-09-26 03:53:24,15797,68661
2024-09-27 03:53:20,15797,68661
2024-09-28 03:53:12,15797,68661
2024-09-29 03:53:13,15797,68663
2024-09-30 03:53:22,15798,68664
2024-10-01 03:54:36,15798,68664
2024-10-02 03:53:12,15798,68664
2024-10-03 03:53:17,15798,68664
2024-10-04 03:53:13,15798,68664
2024-10-05 03:53:21,15798,68664
2024-10-06 03:53:18,15798,68664
2024-10-07 03:53:12,15798,68664
2024-10-08 03:53:23,15798,68664
2024-10-09 03:53:15,15798,68664
2024-10-10 03:53:24,15798,68664
2024-10-11 03:53:20,15798,68664
2024-10-12 03:53:22,15798,68664
2024-10-13 03:53:26,15798,68664
2024-10-14 03:53:15,15798,68664
2024-10-15 03:53:13,15798,68664
2024-10-16 03:53:20,15798,68664
2024-10-17 03:53:18,15798,68664
2024-10-18 03:53:11,15798,68664
2024-10-19 03:53:34,15798,68664
2024-10-20 03:53:14,15798,68664
2024-10-21 03:53:23,15798,68664
2024-10-22 03:53:11,15798,68664
2024-10-23 03:53:30,15798,68664
2024-10-24 03:53:13,15798,68664
2024-10-25 03:53:31,15798,68664
2024-10-26 03:53:12,15798,68664
2024-10-27 03:53:12,15798,68664
2024-10-28 03:53:18,15798,68664
2024-10-29 03:53:18,15798,68664
2024-10-30 03:53:17,15798,68664
2024-10-31 03:53:21,15798,68664
2024-11-01 03:54:52,15798,68664
2024-11-02 03:53:23,15798,68664
2024-11-03 03:53:25,15798,68664
2024-11-04 03:53:13,15798,68664
2024-11-05 03:53:21,15798,68664
2024-11-06 03:53:25,15798,68664
2024-11-07 03:53:14,15798,68664
2024-11-08 03:53:15,15798,68664
2024-11-09 03:53:14,15798,68664
2024-11-10 03:53:12,15798,68664
2024-11-11 03:53:13,15798,68664
2024-11-12 03:53:25,15798,68664
2024-11-13 03:53:15,15798,68664
2024-11-14 03:53:24,15798,68664
2024-11-15 03:54:36,15798,68664
2024-11-16 03:53:11,15798,68664
2024-11-17 03:55:26,15798,68664
2024-11-18 03:55:53,15798,68664
2024-11-19 03:56:46,15798,68664
2024-11-20 03:54:22,15798,68664
2024-11-21 03:54:05,15798,68664
2024-11-22 03:54:45,15798,68664
2024-11-23 03:53:22,15798,68664
2024-11-24 03:56:12,15798,68665
2024-11-25 03:56:06,15798,68665
2024-11-26 03:55:42,15798,68666
2024-11-27 03:56:38,15798,68666
2024-11-28 03:56:39,15798,68666
2024-11-29 03:56:26,15798,68666
2024-11-30 03:53:24,15798,68666
2024-12-01 04:03:03,15798,68666
2024-12-02 03:56:58,15799,68667
2024-12-03 03:56:28,15799,68667
2024-12-04 03:56:29,15799,68667
2024-12-05 03:56:37,15799,68667
2024-12-06 03:56:42,15799,68667
2024-12-07 03:55:49,15799,68667
2024-12-08 03:56:34,15799,68667
2024-12-09 03:57:22,15799,68667
2024-12-10 03:56:43,15799,68667
2024-12-11 03:56:29,15799,68667
2024-12-12 03:56:33,15799,68667
2024-12-13 03:56:44,15799,68667
2024-12-14 03:54:36,15799,68667
2024-12-15 03:56:36,15799,68667
2024-12-16 03:57:20,15799,68667
2024-12-17 03:56:28,15799,68668
2024-12-18 03:53:49,15799,68669
2024-12-19 03:54:23,15799,68669
2024-12-20 03:53:19,15799,68669
2024-12-21 03:53:21,15799,68669
2024-12-22 03:53:12,15799,68669
2024-12-23 03:53:19,15799,68669
2024-12-24 03:53:24,15799,68669
2024-12-25 03:53:19,15799,68669
2024-12-26 03:53:27,15799,68669
2024-12-27 03:53:13,15799,68669
2024-12-28 03:53:21,15799,68669
2024-12-29 03:53:24,15799,68669
2024-12-30 03:53:15,15799,68669
2024-12-31 03:53:13,15799,68669
2025-01-01 03:53:23,15799,68669
2025-01-02 03:53:14,15799,68669
2025-01-03 03:53:26,15799,68669
2025-01-04 03:53:30,15799,68669
2025-01-05 03:53:16,15799,68669
2025-01-06 03:53:14,15799,68669
2025-01-07 03:53:17,15799,68669
2025-01-08 03:53:26,15799,68669
2025-01-09 03:56:19,15799,68669
2025-01-10 03:53:19,15799,68669
2025-01-11 03:53:19,15799,68669
2025-01-12 03:53:10,15799,68669
2025-01-13 03:53:22,15799,68669
2025-01-14 03:53:21,15799,68669
2025-01-15 03:53:17,15799,68669
2025-01-16 03:53:20,15799,68669
2025-01-17 03:53:25,15799,68669
2025-01-18 03:53:31,15799,68669
2025-01-19 03:53:13,15799,68669
2025-01-19 21:42:34,15799,68669
2025-01-20 03:53:21,15799,68669
2025-01-21 03:53:16,15799,68669
2025-01-22 03:53:13,15800,68669
2025-01-23 03:53:13,15800,68669
2025-01-24 03:53:15,15800,68669
2025-01-25 03:53:24,15800,68670
2025-01-26 03:53:27,15800,68670
2025-01-27 03:53:29,15800,68670
2025-01-28 03:53:21,15800,68670
2025-01-29 03:53:16,15800,68670
2025-01-30 03:53:19,15800,68670
2025-01-31 03:53:27,15800,68670
2025-02-01 03:53:18,15800,68671
2025-02-01 12:29:21,15800,68671
2025-02-02 03:53:13,15800,68671
2025-02-03 03:53:15,15800,68671
2025-02-04 03:53:14,15800,68671
2025-02-05 03:53:32,15800,68671
2025-02-06 03:53:12,15800,68671
2025-02-07 03:53:27,15800,68671
2025-02-08 03:53:15,15800,68671
2025-02-09 03:53:26,15800,68671
2025-02-10 03:53:22,15800,68671
2025-02-11 03:53:13,15800,68671
2025-02-12 03:53:18,15800,68671
2025-02-13 03:53:24,15800,68671
2025-02-14 03:53:17,15800,68671
2025-02-15 03:53:33,15800,68671
2025-02-16 03:53:20,15800,68671
2025-02-17 03:53:18,15800,68671
2025-02-18 03:53:19,15800,68671
2025-02-19 03:53:15,15800,68671
2025-02-20 03:53:23,15800,68671
2025-02-21 03:53:18,15800,68671
2025-02-21 08:24:50,15800,68671
2025-02-22 03:53:31,15800,68671
2025-02-23 03:53:23,15800,68671
2025-02-24 03:53:21,15800,68671
2025-02-25 03:53:14,15800,68671
2025-02-26 03:53:18,15800,68671
2025-02-27 03:53:15,15800,68671
2025-02-28 03:53:17,15800,68671
2025-03-01 03:53:12,15800,68671
2025-03-02 03:53:15,15800,68671
2025-03-03 03:54:08,15800,68671
2025-03-04 03:53:26,15800,68671
2025-03-05 03:53:25,15800,68671
2025-03-06 03:53:24,15800,68671
2025-03-07 03:53:13,15800,68671
2025-03-08 03:53:24,15800,68671
2025-03-09 03:53:32,15800,68671
2025-03-10 03:53:22,15800,68671
2025-03-11 03:53:18,15800,68671
2025-03-12 03:53:22,15800,68671
2025-03-13 03:55:14,15800,68671
2025-03-14 03:54:41,15800,68671
2025-03-15 03:53:18,15800,68671
2025-03-16 03:54:21,15800,68671
2025-03-17 03:54:56,15800,68671
2025-03-18 03:54:21,15800,68671
2025-03-19 03:53:43,15800,68671
2025-03-20 03:53:36,15800,68671
2025-03-21 03:55:07,15800,68671
2025-03-22 03:54:10,15800,68671
2025-03-23 03:54:18,15800,68671
2025-03-24 03:55:11,15800,68671
2025-03-25 03:54:43,15800,68671
2025-03-26 03:54:01,15800,68671
2025-03-27 03:55:54,15800,68671
2025-03-28 03:55:27,15800,68671
2025-03-28 21:54:24,15800,68671
2025-03-29 03:53:24,15800,68671
2025-03-30 03:56:22,15800,68671
2025-03-31 03:55:55,15800,68671
2025-04-01 04:00:07,15800,68671
2025-04-02 03:56:45,15800,68671
2025-04-03 03:56:12,15800,68671
2025-04-04 03:54:56,15800,68671
2025-04-05 03:53:21,15800,68671
2025-04-06 03:54:26,15800,68671
2025-04-07 03:55:27,15800,68671
2025-04-08 03:55:19,15800,68671
2025-04-09 03:55:29,15800,68671
2025-04-10 03:55:43,15800,68671
2025-04-11 03:55:33,15800,68671
2025-04-12 03:53:40,15800,68671
2025-04-13 04:40:57,15800,68671
2025-04-14 03:57:41,15800,68671
2025-04-15 03:56:21,15800,68671
2025-04-16 03:56:33,15800,68671
2025-04-17 03:56:25,15800,68671
2025-04-18 03:55:27,15800,68671
2025-04-19 03:54:37,15800,68671
2025-04-20 03:56:51,15800,68671
2025-04-21 03:59:54,15800,68671
2025-04-22 03:57:39,15800,68671
2025-04-23 03:56:04,15800,68671
2025-04-24 03:56:48,15800,68671
2025-04-25 03:56:22,15800,68671
2025-04-26 03:55:15,15800,68671
2025-04-27 03:56:42,15800,68671
2025-04-28 03:59:16,15800,68671
2025-04-29 03:56:50,15800,68672
2025-04-30 03:56:46,15800,68672
2025-05-01 04:02:57,15800,68672
2025-05-02 03:58:46,15800,68672
2025-05-03 03:56:25,15800,68672
2025-05-04 04:01:32,15800,68672
2025-05-05 04:00:43,15800,68672
2025-05-06 03:57:57,15800,68673
2025-05-07 03:59:40,15800,68673
2025-05-08 04:00:10,15800,68673
2025-05-09 04:00:05,15800,68673
2025-05-10 03:56:31,15800,68673
2025-05-11 04:00:40,15800,68673
2025-05-12 04:01:44,15800,68673
